data,2/1/2002,3/1/2002,4/1/2002,5/1/2002,6/1/2002,7/1/2002,8/1/2002,9/1/2002,10/1/2002,11/1/2002,12/1/2002,1/1/2003,2/1/2003,3/1/2003,4/1/2003,5/1/2003,6/1/2003,7/1/2003,8/1/2003,9/1/2003,10/1/2003,11/1/2003,12/1/2003,1/1/2004,2/1/2004,3/1/2004,4/1/2004,5/1/2004,6/1/2004,7/1/2004,8/1/2004,9/1/2004,10/1/2004,11/1/2004,12/1/2004,1/1/2005,2/1/2005,3/1/2005,4/1/2005,5/1/2005,6/1/2005,7/1/2005,8/1/2005,9/1/2005,10/1/2005,11/1/2005,12/1/2005,1/1/2006,2/1/2006,3/1/2006,4/1/2006,5/1/2006,6/1/2006,7/1/2006,8/1/2006,9/1/2006,10/1/2006,11/1/2006,12/1/2006,1/1/2007,2/1/2007,3/1/2007,4/1/2007,5/1/2007,6/1/2007,7/1/2007,8/1/2007,9/1/2007,10/1/2007,10/1/2007,11/1/2007,11/1/2007,12/1/2007,12/1/2007,1/1/2008,1/1/2008,2/1/2008,2/1/2008,3/1/2008,3/1/2008,4/1/2008,4/1/2008,5/1/2008,5/1/2008,6/1/2008,6/1/2008,7/1/2008,7/1/2008,8/1/2008,8/1/2008,9/1/2008,9/1/2008,10/1/2008,11/1/2008,12/1/2008,1/1/2009,2/1/2009,3/1/2009,4/1/2009,5/1/2009,6/1/2009,7/1/2009,8/1/2009,9/1/2009,10/1/2009,11/1/2009,12/1/2009,1/1/2010,2/1/2010,3/1/2010,4/1/2010,5/1/2010,6/1/2010,7/1/2010,8/1/2010,9/1/2010,10/1/2010,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,5/1/2011,6/1/2011,7/1/2011,8/1/2011,9/1/2011,10/1/2011,11/1/2011,12/1/2011,1/1/2012,2/1/2012,3/1/2012,4/1/2012,5/1/2012,6/1/2012,7/1/2012,8/1/2012,9/1/2012,10/1/2012,11/1/2012,12/1/2012,1/1/2013,2/1/2013,3/1/2013,4/1/2013,5/1/2013,6/1/2013,7/1/2013,8/1/2013,9/1/2013,10/1/2013,11/1/2013,12/1/2013,1/1/2014,2/1/2014,3/1/2014,4/1/2014,5/1/2014,6/1/2014,7/1/2014,8/1/2014,9/1/2014,10/1/2014,11/1/2014,12/1/2014,1/1/2015,2/1/2015,3/1/2015,4/1/2015,5/1/2015,6/1/2015,7/1/2015,8/1/2015,9/1/2015,10/1/2015,11/1/2015,12/1/2015,1/1/2016,2/1/2016,3/1/2016,10/1/2018,11/1/2018,12/1/2018,1/1/2019,2/1/2019,3/1/2019,4/1/2019,5/1/2019,6/1/2019,7/1/2019,8/1/2019,9/1/2019,10/1/2019,11/1/2019,12/1/2019,1/1/2020,2/1/2020,3/1/2020,4/1/2020,5/1/2020,6/1/2020,7/1/2020,8/1/2020,9/1/2020,10/1/2020,11/1/2020,12/1/2020,1/1/2021,1/2/2021,2/3/2021,3/4/2021,4/5/2021,5/6/2021,6/7/2021,7/8/2021
PML,1.0545,1.7225,1.819333333,3.04625,2.71575,1.6695,1.39425,1.0565,0.955666667,0.55525,0.0725,0.398,0.85125,1.51,2.292666667,2.85125,3.52825,2.0275,1.606,1.0745,0.955666667,0.61625,0.2,0.381,0.959,1.777,2.26275,3.231333333,3.364,2.24175,1.48025,1.0655,0.8265,0.429666667,0.12225,0.04425,0.5625,1.832,2.421333333,3.26775,2.934,2.0785,1.89575,1.261,0.841,0.57325,0.19075,0.2335,0.9015,1.74475,2.592666667,3.58,2.99225,2.3095,1.763,1.17125,1.137,0.51975,0.255,0.1045,0.82725,1.475,2.114333333,3.392,3.66675,2.39125,2.23375,1.361,0.752,0.4715,0.26025,0.14975,0.66925,1.67775,2.14725,2.631666667,2.99925,1.99725,1.61725,1.767,0.92925,0.567333333,0.21825,0.30575,0.8765,1.6065,2.375666667,3.2445,2.9035,1.98175,1.432,1.65575,1.183666667,0.56875,0.31975,0.34,0.8445,1.77625,2.528333333,3.3925,3.004,2.2285,1.87825,1.30725,1.015666667,0.496,0.16725,0.0305,0.87525,1.805,2.444333333,3.5045,3.46275,2.72625,2.454,1.5935,1.105666667,0.5045,0.17975,0.2695,0.90625,1.4525,2.873,3.279333333,3.0675,2.97775,2.3555,1.642,0.93725,0.421333333,0.26725,0.41175,1.02875,1.81675,2.76,3.4775,3.28325,2.645,2.20775,1.57425,0.77,0.53975,0.1385,0.2515,0.87,1.6975,2.701,3.45175,3.3035,3.0345,2.4785,1.74175,1.355333333,0.582,0.234,0.37975,1.004,1.79225,2.590333333,3.379,3.15725,2.708,2.4235,2.1305,1.284333333,0.5405,0.20975,1.536065217,0.453,0.7965,1.46675,2.4515,2.604666667,2.92725,2.81075,2.19675,1.43825,0.761,0.383666667,0.12175,1.44373913,0.0685,0.58275,1.4635,2.227333333,2.42825,2.7115,2.62375,2.29575,1.50025,0.788,0.3765,0.29075,0.30825,0.87275,1.56425,2.145333333,3.2435,3.21125,2.57425,2.09725,1.54475,0.987,0.562,0.28925,0.39075,0.82975,1.44975,2.429666667,2.80575,3.28825,2.583,2.34925,1.57275,1.026666667,0.527,0.23975
